user_id,Attrition
442,0.1016783663653895
1091,0.04474456814783166
981,0.14212155638793653
785,0.07572048804388985
1332,0.7032002097411492
501,0.37005565052971207
1058,0.3743762350215817
1253,0.04372421389274447
751,-0.11563444813721076
122,0.2979877716088198
268,0.12077951832098642
940,0.10936694981858637
1125,0.1076793935077342
540,0.7666005816900459
1034,0.07518448823165982
432,-0.04761118319304637
794,0.04282850525213595
666,-0.010967324210015504
942,0.15948673217593887
1114,0.09624178114256905
853,0.6473253481636279
1330,0.11004039726620901
692,-0.009945545669859897
548,-0.04554398086367883
54,0.2688150305436262
319,0.33743099567771484
1147,0.07351058590790673
1235,0.1060489305474136
1436,0.5507704336723069
520,0.04154642652205043
983,0.17982616177644328
1347,0.0010120742186611933
465,0.15872215493002512
966,0.15867117563347796
31,0.08629987507911413
420,0.026763618267988423
1462,0.12400575582373764
1408,0.09940035770890945
89,0.0873177129004319
298,0.0015914143781634194
875,0.030285333092637357
1385,-0.005023175817835523
1430,-0.002694987863989227
223,0.008753299624147552
1412,0.03693130304354289
1375,0.5034189770188844
4,0.2627941216063002
1174,-0.011655908907267082
892,0.8288381901318655
34,0.4789279491030565
1310,0.23074557693468176
182,0.3618552210812312
467,0.19719340341651864
52,0.20848031537632133
1032,0.42725788553734634
142,0.07315106193116211
1440,-0.041041428979142605
528,0.14128028247119973
629,-0.05165411925241918
1051,0.4637094705675338
1269,0.008910470411621471
993,0.15716771528616358
526,0.18485533368665782
278,0.1131164278016754
887,0.4462653539276703
1275,0.10082082609461128
667,0.07083753302419242
792,0.06379169526955533
148,0.07902716934661515
1039,0.35085814161225554
1414,0.08439840015272428
474,0.285213178657595
1341,0.1044856981986178
1158,0.012075865704491227
393,0.03510954800753029
965,0.08009856097293239
1397,0.06844491664792862
743,0.11311297705320812
980,0.17743336649572322
1410,-0.0205739435243246
916,-0.04765772745090829
1300,0.012930261323066638
642,0.033232523781611754
1064,0.11867350109030624
1318,0.059115791322077664
1247,0.07937682171464973
187,0.06019678257464137
1023,0.15759245576080227
1183,0.06669597516509254
1073,0.06909609767547101
1311,0.4962175277111247
9,0.03578992718677982
1019,0.13951585785117626
1180,0.24079167193946532
1405,-0.07517080097553287
1120,0.06940810256631447
483,0.09398737845802524
310,0.3211960829939732
722,-0.04767635517702718
5,0.013482147366487592
482,0.21906266671090444
204,0.3660390687397919
1086,0.34443185361916157
376,0.03262542486805928
740,-0.01907299466403552
299,0.0226095476803871
1218,0.10475922997530111
546,0.3219197488228443
1434,0.520608898004418
1400,0.05922919992258722
302,0.27691843415960093
1096,0.15033587121805497
360,-0.023222587225313947
1131,0.13774533666448938
191,0.07021210290748149
315,0.024050415596262986
211,-0.01833503616951843
215,0.11083072998273331
279,0.0437648858555397
1179,-0.06217818054812424
141,0.030270211380533138
1227,-0.004432184321653931
641,0.019960641626183464
14,0.7928520820352128
82,0.30059951766189946
1301,0.11133912914083734
787,0.06414401611008666
583,0.07712540261313343
333,0.08888236408478914
610,0.04387847238212983
390,0.07209510635232555
1083,0.6812993463414996
2,0.4458712816875769
554,0.28630493755042014
85,0.3358737634075264
995,0.26646192357365867
107,0.36863023644355375
930,0.1157049821040883
1306,0.08921481109033223
1308,0.27784711167490717
489,0.020130076835689393
361,0.11496920641393438
1090,0.1575001566081416
80,0.06805220051336747
152,0.2325270642543259
1452,0.010092583408705542
1093,0.06681759143118127
231,0.10120383323265786
693,0.15328665033296765
96,-0.04047687458216972
224,-0.01664956300132997
948,0.1679421879571328
1015,0.06050688957545942
913,0.14702407685515975
445,0.04821347256546295
1,0.018230795564183454
425,0.27812736170429186
159,0.1952258705988866
1210,0.08520371765725969
227,-0.0486623546023245
838,0.2539969991292136
1416,-0.041545509169410015
161,0.3257797906991029
656,0.5730753776702707
308,0.020798713028448285
253,0.1490999880408557
1084,0.31581834968218647
113,-2.4018167350937462e-05
1292,-0.03901149203401342
898,0.009465267430635025
295,0.07896574348713604
608,0.08876316932638673
175,0.032164948815082625
970,0.1934245182359583
45,0.1957492996574021
487,0.33193353780519363
1358,0.06923597884090403
55,0.3061830626988865
657,0.31492852978485264
1126,0.15523425180647749
254,-0.01514087283740517
491,0.0018854342326226506
867,0.019822030458168955
1396,0.6862306768117953
587,-0.011309162325885753
863,0.015724205113114804
536,0.19795514299324352
619,0.023628940414021114
192,0.2602050330043031
1411,0.1326097683984455
1460,0.25146411347379233
1273,0.7416495879552557
1425,0.06430950752341498
574,-0.05441323377872241
108,0.13219617288803776
651,0.2026239838271151
567,0.08474599076465032
728,0.04088079467930116
842,0.5585231109139449
426,0.024652411387023836
260,0.24382095565333922
580,0.1248615059155482
1021,0.1589394569701222
1173,0.007547709876203256
572,0.0792706304447302
679,0.18128608905839247
1349,0.4308355269621852
233,-0.03800029052083649
303,0.08289189661814131
506,0.014785234251234207
364,0.09804011106921535
1100,0.019404317997307373
27,0.01769099205939283
1056,0.09436269509319528
317,0.052358314084641776
471,-0.015491270870645845
907,0.0483923118917211
202,0.27654099709642077
1129,0.050320484606057654
1069,0.9202463669568979
1263,0.08071857768390668
381,0.4120354683459789
1137,0.5091879921077326
914,0.16863879080232208
634,0.2803267787138837
184,-0.010872242209326864
431,0.052828827307445335
1413,0.3701425370065959
1438,0.7636541277897203
1361,0.21325236928901115
326,-0.007844037810666954
19,0.443898956437441
726,-0.013944177369733812
330,0.025685777526327672
353,0.007146155425033443
1074,0.28500312017923113
1360,0.46469243520574327
412,-0.09258990309934016
1149,0.09787376269257744
649,0.08905920436000997
1279,0.11102727793160641
638,0.10578378957718823
18,0.014363791735384235
500,0.09550800311712364
1099,0.07206724771547465
1075,0.04549121029753378
53,0.03963976379050982
632,0.4130561351893209
874,0.018359497897183993
342,0.12877490022014798
47,0.19902450624070583
459,0.13850003651942258
748,0.2213093846586694
609,0.1651107051148481
989,0.28383707808054104
1038,0.02802735865376065
473,-0.04592082130137108
711,0.6945185984378138
717,0.29303244512600407
140,0.36419447281356
1123,0.2716579656715694
39,0.07243822441890115
1368,0.21404652542461325
1026,0.013557980908924941
322,0.18835625667447714
742,0.29360245108015953
935,-0.0005807848109164956
479,0.20486537395650073
1236,0.1288187924521417
1079,0.08595919408483292
461,0.10019860044712933
58,-0.021455203416892787
241,0.08088822236122635
1103,0.04954897016311077
783,0.003513825793290692
1399,0.03909338270741886
56,0.19412890010290684
665,0.33023775866209626
575,0.14095297242706073
505,0.1912729687215847
443,0.21257450928101085
1283,0.1842760493484745
516,0.09166737866197935
29,-0.03221614433831729
270,0.11965769094926168
924,0.20773844570052405
1288,-0.14708316222880477
985,0.09648695265367717
1327,0.06493689145038736
1439,0.035140043698220144
481,0.05753958940814032
124,0.5235202307308309
198,0.018864257074207327
1229,0.13440152957272622
